Sales Report for Hopin Express
Report for 3 Months Commencing Wednesday 1st October 2025

All Wholesalers,1414 Products Sold for Wholesaler
Alcohol,196 Products Sold in Category
Alcohol Beer,38 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="8904234405667",,"Satya Lemon Grass Incense",20.00%,0.69,1,0.69,0.12,0.42,0.16,27.7%
="8904234402574",,"Satya Sacred Ritual Incense St",20.00%,0.69,2,1.38,0.23,0.83,0.32,27.7%
="5025364009792",,"The Local Bag For Life",20.00%,0.20,2,0.40,0.07,0.20,0.13,40.0%
Sub Category Totals for Household,,,,,24,23.02,3.84,13.38,5.81,30.3%

Household Baby PM,1 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="5029053585611",,"Huggies Pure Wipes 1.00",20.00%,1.00,1,1.00,0.17,0.63,0.20,24.2%
Sub Category Totals for Household Baby PM,,,,,1,1.00,0.17,0.63,0.20,24.2%

Household Non-Barcoded,2 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="2100110500051",,"Carrier Bag 10P",20.00%,0.10,61,6.10,1.02,0.00,0.00,0.0%
="2100871900091",,"Carrier Bag 20P",20.00%,0.20,8,1.60,0.27,0.00,0.00,0.0%
Sub Category Totals for Household Non-Barcoded,,,,,69,7.70,1.28,0.00,0.00,-

Household Personal,18 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="5055028388239",,"Colg White T/Brush 1.49",20.00%,1.49,2,2.98,0.50,1.76,0.73,29.3%
="5022496001250",,"Dabur Amla Gold Hair Oil 200Ml",20.00%,3.99,1,3.99,0.67,2.62,0.70,21.1%
="8901207027321",,"Dabur Toothpaste",20.00%,3.49,1,3.49,0.58,2.17,0.74,25.6%
="8850163000100",,"Durex Fetherlite Condoms 3Pk",5.00%,2.49,5,12.45,0.59,5.00,6.86,57.8%
="5999005966662",,"Durex Love",5.00%,2.99,1,2.99,0.14,1.14,1.71,59.9%
="8901571011032",,"Eno Lemon Fruit Salt 100G",20.00%,3.99,1,3.99,0.67,2.69,0.64,19.1%
="8901023000034",,"Godrej Cinthol Original Soap 1",20.00%,1.29,1,1.29,0.21,0.75,0.33,30.4%
="8901248104043",,"Himani-Navratna Oil",20.00%,4.99,1,4.99,0.83,3.15,1.01,24.2%
="8901088000345",,"Parachute Coconut Oil 200Ml",0.00%,1.99,5,8.77,0.00,6.25,2.52,28.8%
="5017353502469",,"Pl Galp Ibuprofen Tab",20.00%,0.89,4,3.56,0.59,1.66,1.30,43.9%
="5060021542854",,"Pl Galph Hay/Fallerg Rel",20.00%,1.00,1,1.00,0.17,0.33,0.50,60.5%
="5017353503190",,"Pl Galph Para Capsules",20.00%,0.99,6,5.94,0.99,3.29,1.66,33.5%
="5017353505231",,"Pl O/A/Day H/Fe&All Reli",20.00%,2.00,1,2.00,0.33,0.62,1.04,62.5%
="5031413910872",,"Pretty Paper Stem C/Buds",20.00%,0.59,1,0.59,0.10,0.32,0.18,35.8%
="5031413902839",,"Q/Plast Fabric Plasters",20.00%,0.75,3,2.25,0.38,1.12,0.75,40.1%
="8901399005305",,"Santoor Soap",0.00%,0.99,4,3.96,0.00,2.99,0.97,24.5%
="8717644331750",,"Sure For Men Apa Active",20.00%,1.99,1,1.99,0.33,1.26,0.39,23.7%
="42182627",,"Vaseline Jelly",20.00%,2.09,2,4.18,0.70,2.62,0.87,24.9%
Sub Category Totals for Household Personal,,,,,41,70.41,7.78,39.74,22.89,36.6%

Household Personal PM,8 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="8700216026321",,"Alw Ultra Qua Night 2.69",0.00%,2.69,3,8.07,0.00,5.58,2.49,30.9%
="8700216026307",,"Always Ultrqua Long 2.69",0.00%,2.69,1,2.69,0.00,1.98,0.71,26.4%
="5000101511592",,"Carex H/Wash Orig 1.49",20.00%,1.49,1,1.35,0.23,0.96,0.16,14.2%
="8718951608030",,"Col Trip/Action Pm 1",20.00%,1.00,5,5.00,0.83,3.17,1.00,23.9%
="8718951608061",,"Col White Toothpaste 1",20.00%,1.00,3,3.00,0.50,1.97,0.53,21.1%
="8700216301848",,"H&Shoulder 2In1 Cla 2.99",20.00%,2.99,2,5.69,0.95,3.90,0.84,17.8%
="8720181336935",,"Rad Bath Str/Relief 1.75",20.00%,1.75,3,5.08,0.85,3.50,0.74,17.4%
="8720181336041",,"Rad Feel Awake S/G 1.25",20.00%,1.25,3,3.63,0.60,2.50,0.53,17.5%
Sub Category Totals for Household Personal PM,,,,,21,34.51,3.96,23.55,7.00,22.9%

Household PM,11 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="5059001013989",,"Airwick Sweet Pea  1.89",20.00%,1.89,1,1.89,0.32,1.23,0.34,21.8%
="5011417560914",,"Dettol Surf Cleans 1.69",20.00%,1.69,1,1.69,0.28,0.97,0.43,30.8%
="8006540994450",,"Fairy Liquid Lemon 1.29",20.00%,1.29,3,3.87,0.65,2.23,1.00,30.9%
="8006540994290",,"Fairy Liquid Orig Pm1.29",20.00%,1.29,2,2.58,0.43,1.53,0.62,28.9%
="5056267004065",,"Flash Spray Bathr  2.49",20.00%,2.49,1,1.50,0.25,1.43,-0.18,-14.3%
="5059630004150",,"Gl Wip Kit Tow 1.59",20.00%,1.59,1,1.59,0.27,0.83,0.49,37.2%
="5059630004860",,"Go Local Cling Film 1.19",20.00%,1.19,1,1.19,0.20,0.55,0.44,44.6%
="5059630006352",,"Go Local Supreme Pm1.99",20.00%,1.99,2,3.98,0.66,1.77,1.54,46.5%
="5059630006369",,"Go Local Supreme Pm3.99",20.00%,3.99,3,11.38,1.90,5.96,3.52,37.1%
="5059630006376",,"Go Local Supreme Pm5.99",20.00%,5.99,2,11.98,2.00,6.29,3.69,37.0%
="8720181263033",,"Surf Tropical Pm2.99",20.00%,2.99,1,2.99,0.50,1.50,0.99,39.9%
Sub Category Totals for Household PM,,,,,18,44.64,7.44,24.30,12.90,34.7%

Category Totals for Household,,,,,174,181.28,24.46,101.60,48.80,35.2%


Miscellaneous,5 Products Sold in Category
Miscellaneous Garden,3 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="5021885004933",,"Top Op Phool Makhana Popped Lo",0.00%,2.99,5,14.95,0.00,11.24,3.71,24.8%
="5017689202743",,"Trs Ajwain Seeds (Carom) 300G",0.00%,2.19,3,6.47,0.00,4.77,1.70,26.3%
="5017689034269",,"Trs Sesame Seeds 100G",0.00%,0.89,2,1.78,0.00,1.27,0.51,28.4%
Sub Category Totals for Miscellaneous Garden,,,,,10,23.20,0.00,17.29,5.91,25.5%

Miscellaneous NBMisc,2 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="1110000004058",,"Misc. Non-Vat",0.00%,0.00,21227,210.76,0.00,0.00,0.00,0.0%
="1110000003990",,"Misc. Vat",20.00%,0.00,48859,488.59,81.43,0.00,0.00,0.0%
Sub Category Totals for Miscellaneous NBMisc,,,,,70086,699.35,81.43,0.00,0.00,-

Category Totals for Miscellaneous,,,,,70096,722.55,81.43,17.29,5.91,97.3%


Paypoint,6 Products Sold in Category
Paypoint,6 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="1110000010165",,"Electricity Paypoint",0.00%,0.00,60500,605.00,0.00,0.00,0.00,0.0%
="1110000010141",,"Gas Paypoint",0.00%,0.00,36500,365.00,0.00,0.00,0.00,0.0%
="1110000009428",,"Misc. Paypoint",0.00%,0.00,124185,1241.85,0.00,0.00,0.00,0.0%
="1110000010424",,"Paypoint Phone Topups",0.00%,0.00,8000,80.00,0.00,0.00,0.00,0.0%
="1110000010431",,"Paypoint Travel Card",0.00%,0.00,14100,141.00,0.00,0.00,0.00,0.0%
="1110000010110",,"Paypoint Tvlic",0.00%,0.00,25200,252.00,0.00,0.00,0.00,0.0%
Sub Category Totals for Paypoint,,,,,268485,2684.85,0.00,0.00,0.00,-

Category Totals for Paypoint,,,,,268485,2684.85,0.00,0.00,0.00,-


Pet,2 Products Sold in Category
Pet Cat Food,1 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="5011792008438",,"Butch Clas/Cat Beef 1.15",20.00%,1.15,4,4.60,0.77,2.42,1.42,37.0%
Sub Category Totals for Pet Cat Food,,,,,4,4.60,0.77,2.42,1.42,37.0%

Pet Dog Food,1 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="5000166052115",,"Pedigree Chic In Jelly",20.00%,1.59,1,1.59,0.27,1.01,0.31,23.6%
Sub Category Totals for Pet Dog Food,,,,,1,1.59,0.27,1.01,0.31,23.6%

Category Totals for Pet,,,,,5,6.19,1.03,3.43,1.73,33.5%


Snacks,157 Products Sold in Category
Snacks,114 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="8906010505325",,"Balaji Ratlami Sev 400G",0.00%,1.99-2.19,11,22.10,0.00,17.59,4.51,20.4%
="8906010505318",,"Balaji Tikha Mitha Mix 400G",0.00%,1.99-2.19,19,38.14,0.00,29.45,8.69,22.8%
="8906010504441",,"Balaji Wafers Banana Masala 15",0.00%,1.49,16,22.56,0.00,16.82,5.74,25.4%
="8906010505561",,"Balaji Wafers Bhel Mix 250G",0.00%,1.49,5,7.45,0.00,5.62,1.82,24.5%
="8906010505479",,"Balaji Wafers Chaat Chaska 135",20.00%,1.49,12,17.39,2.90,11.00,3.49,24.1%
="8906010505509",,"Balaji Wafers Chana Jor Garam ",0.00%,1.69,4,6.44,0.00,5.00,1.44,22.4%
="8906010505424",,"Balaji Wafers Chataka Pataka F",0.00%,0.59,11,6.49,0.00,4.39,2.10,32.3%
="8906010505127",,"Balaji Wafers Chataka Pataka M",0.00%,0.59,30,17.65,0.00,14.09,3.56,20.2%
="8906010505134",,"Balaji Wafers Chataka Pataka T",0.00%,0.59,9,4.70,0.00,3.60,1.10,23.5%
="8906010505295",,"Balaji Wafers Farali Chevdo 40",0.00%,1.99-2.19,9,16.61,0.00,13.95,2.66,16.0%
="8906010505202",,"Balaji Wafers Masala Masti Spi",20.00%,1.39-1.49,22,31.30,5.22,20.17,5.92,22.7%
="8906010505394",,"Balaji Wafers Masala Sev Murmu",0.00%,1.49,6,8.06,0.00,6.75,1.31,16.3%
="8906010503338",,"Balaji Wafers Nachos Flamin Ho",0.00%,0.99,7,6.93,0.00,5.24,1.69,24.3%
="8906010505431",,"Balaji Wafers Pop Rings Masala",0.00%,0.79,19,14.95,0.00,11.39,3.56,23.8%
="8906010505530",,"Balaji Wafers Rumbles 135G",20.00%,1.39,2,2.78,0.46,1.67,0.65,28.1%
="8906010505387",,"Balaji Wafers Sev Mamra 250G",0.00%,1.49,9,13.41,0.00,10.12,3.29,24.5%
="8906010502317",,"Balaji Wafers Shing Bhujiya 40",0.00%,2.25-2.69,14,35.57,0.00,28.70,6.87,19.3%
="8906010505196",,"Balaji Wafers Simply Salted 15",20.00%,1.39-1.49,17,24.05,4.01,14.74,5.30,26.4%
="8906010505219",,"Balaji Wafers Tomato Twist 135",20.00%,1.39,3,4.17,0.69,2.50,0.98,28.1%
="8906010505493",,"Balaji Wafers Wheelos Masala 5",0.00%,0.79,18,14.22,0.00,9.89,4.33,30.4%
="5036711000034",,"Chandra Pani Puri 40S",0.00%,3.99,18,70.93,0.00,53.82,17.11,24.1%
="0028400069601",,"Cheetos Crunchy Flamin Hot 226",20.00%,2.99-3.49,10,33.40,5.57,21.99,5.84,21.0%
="5000328038209",,"Cheetos Twisted Cheese",20.00%,2.50,1,2.50,0.42,1.45,0.63,30.2%
="5060006203114",,"Flapjax Trad Assort F/Jk",0.00%,0.89,3,2.67,0.00,1.65,1.02,38.2%
="5060006203411",,"Flapjax Trad Assort F/Jk",0.00%,0.89,2,1.78,0.00,1.10,0.68,38.2%
="5060006203022",,"Flapjax Trad Assort F/Jk",0.00%,0.89,2,1.78,0.00,1.10,0.68,38.2%
="5060006203916",,"Flapjax Trad Assort F/Jk",0.00%,0.89,6,5.34,0.00,3.30,2.04,38.2%
="8904063206367",,"Haldiram Ribbon Pakoda",0.00%,1.59,2,3.18,0.00,2.33,0.85,26.7%
="8904063200020",,"Haldirams All In One Mix 200G",20.00%,1.49,17,24.96,4.16,0.00,0.00,0.0%
="8904063200013",,"Haldirams Aloo Bhujia 200G",20.00%,1.69,15,25.35,4.22,0.00,0.00,0.0%
="8904063200365",,"Haldirams Bombay Mix 200G",20.00%,1.49,5,7.45,1.24,0.00,0.00,0.0%
="8904063200471",,"Haldirams Boondi Masala Spicy ",0.00%,1.49,8,11.71,0.00,9.59,2.12,18.1%
="8904063200464",,"Haldirams Boondi Salted Fried ",0.00%,1.49,2,2.98,0.00,0.00,0.00,0.0%
="8904063200570",,"Haldirams Chai Puri 200G",0.00%,0.99,4,3.96,0.00,0.04,3.92,99.0%
="8904063253606",,"Haldirams Dal Biji 200G",0.00%,1.39,2,2.78,0.00,1.73,1.05,37.7%
="8904063200228",,"Haldirams Gathiya Savoury Chic",20.00%,1.49,1,1.49,0.25,0.58,0.66,53.4%
="8904063253217",,"Haldirams Kachori 200G",0.00%,1.49,7,10.29,0.00,8.05,2.24,21.8%
="8904063200181",,"Haldirams Khatta Meetha 200G",0.00%,1.49,4,5.96,0.00,2.20,3.76,63.2%
="8904063200488",,"Haldirams Long Sev 200G",0.00%,1.49,1,1.49,0.00,0.85,0.64,43.0%
="8904063200587",,"Haldirams Mini Bhakhar Badi 20",0.00%,1.49,2,2.76,0.00,0.00,0.00,0.0%
="8904063200136",,"Haldirams Moong Dal 200G",0.00%,1.49,5,7.45,0.00,2.88,4.58,61.4%
="8904063200044",,"Haldirams Panchtrattan Mix 200",0.00%,2.49,4,9.96,0.00,7.20,2.76,27.8%
="8904063200051",,"Haldirams Plain Bhuija 200G",20.00%,1.49,8,10.43,1.74,0.00,0.00,0.0%
="8904063200068",,"Haldirams Plain Bhujia 200G",0.00%,1.49,14,20.86,0.00,8.05,12.81,61.4%
="8904063200440",,"Haldirams Punjabi Tadka 200G",0.00%,1.49,5,7.45,0.00,0.00,0.00,0.0%
="8904063200402",,"Haldirams Samosa 200G",0.00%,1.29-1.49,4,4.58,0.00,2.57,2.01,43.8%
="8904063200419",,"Haldirams Southern Delights Mu",0.00%,1.69,14,23.50,0.00,14.19,9.31,39.6%
="8904063200143",,"Haldirams Spicy Masala Moong D",0.00%,1.39,2,2.78,0.00,1.70,1.08,38.9%
="8904063200556",,"Halidrams Gujarati Mixture 200",0.00%,1.39,1,1.39,0.00,0.85,0.54,38.9%
="8904063200662",,"Halidrams Mathri 200G",0.00%,1.49,11,16.39,0.00,6.33,10.06,61.4%
="8904063203441",,"Halidrams Ratlami Mixure 200G",0.00%,1.39,2,2.78,0.00,1.80,0.98,35.3%
="4251097402918",,"J/L B/Jerk Sweet & Hot ",0.00%,1.65,1,1.65,0.00,1.04,0.61,36.9%
="8904067700298",,"Jabsons Bharuchi Salted & Roas",20.00%,1.99,6,11.94,1.99,7.80,2.15,21.6%
="8904067704807",,"Jabsons Bhauruchi Roasted & Sa",20.00%,3.99,4,15.57,2.60,10.00,2.98,22.9%
="8904067706863",,"Jabsons Original Buruchi",20.00%,2.19,5,8.95,1.49,7.00,0.46,6.1%
="8906077361285",,"Jaimin Bajri Dhebra Khakhra 18",0.00%,1.00-1.19,7,7.27,0.00,5.25,2.02,27.8%
="8906077361650",,"Jaimin Bombay Mix 200G",0.00%,1.19,3,3.57,0.00,2.13,1.44,40.5%
="8906077360400",,"Jaimin Bombay Puri 200G",0.00%,1.19-1.29,5,6.05,0.00,3.79,2.26,37.3%
="8906077360158",,"Jaimin Chilli Coriander Khakhr",0.00%,1.19,1,1.08,0.00,0.75,0.33,30.6%
="8906077362060",,"Jaimin Double Methi Masala Kha",0.00%,1.19,1,1.19,0.00,0.75,0.44,37.0%
="8906077362480",,"Jaimin Dry Masala Bhakri 250G",0.00%,0.99,4,3.96,0.00,3.00,0.96,24.2%
="8906077362473",,"Jaimin Dry Methi Bhakri 250G",0.00%,1.29,3,3.75,0.00,2.90,0.85,22.8%
="8906077361438",,"Jaimin Gujarati Chavana Mix 20",0.00%,1.19,1,1.19,0.00,0.71,0.48,40.5%
="8906077362183",,"Jaimin Jeera Bhakri 250G",0.00%,1.29,1,1.29,0.00,0.96,0.33,25.7%
="8908000870031",,"Jaimin Jeera Khakhra 200G",0.00%,1.19,28,30.83,0.00,21.00,9.83,31.9%
="8908000870246",,"Jaimin Khatta Mitha 200G",0.00%,1.19,1,1.19,0.00,0.71,0.48,40.5%
="8906077360301",,"Jaimin Mathiya Khakhra 180G",0.00%,1.79,2,3.58,0.00,2.58,1.00,27.9%
="8908000870017",,"Jaimin Methi Khakhra 200G",0.00%,1.00-1.19,17,19.07,0.00,12.75,6.32,33.1%
="8908000870215",,"Jaimin Methi Puri 200G",0.00%,1.19,1,1.19,0.00,0.71,0.48,40.5%
="8906077360097",,"Jaimin Mini Bhakharwadi 200G",0.00%,1.19,4,4.76,0.00,2.83,1.93,40.5%
="8906077361384",,"Jaimin Pani Puri 120G 45 Piece",0.00%,3.89,12,46.68,0.00,35.88,10.80,23.1%
="8906077362503",,"Jaimin Plain Khari 200G",0.00%,1.49,4,5.96,0.00,4.50,1.46,24.5%
="8906077361230",,"Jaimin Rajwadi Bhaka 200G",0.00%,1.19-1.29,5,5.88,0.00,3.79,2.09,35.5%
="8906077361902",,"Jaimin Roasted Black Pepper Ch",0.00%,0.99,5,4.95,0.00,3.54,1.41,28.5%
="8906077361872",,"Jaimin Roasted Garlic Chana 20",0.00%,0.99,4,3.96,0.00,2.83,1.13,28.5%
="8906077360028",,"Jaimin Softy Chakli 200G",0.00%,1.19,5,5.95,0.00,3.54,2.41,40.5%
="8906077362114",,"Jaimin Soya Stick 150G",0.00%,1.29,1,1.29,0.00,0.96,0.33,25.7%
="8906077361391",,"Jaimin Tea Time Chai Puri 200G",0.00%,1.19,2,2.27,0.00,1.42,0.85,37.6%
="8906077361377",,"Jaimin Thin Sev 200G",0.00%,1.39,5,6.51,0.00,4.79,1.72,26.4%
="5000237117095",,"Kp Salted Cashew Pubcard",20.00%,1.35,10,13.10,2.18,8.32,2.59,23.7%
="8901491100533",,"Kurkure Chilli Chatka 125G",20.00%,0.49-0.59,13,6.95,1.16,3.90,1.90,32.7%
="8901491103084",,"Kurkure Green Chutney Style 12",20.00%,0.49-0.59,27,14.63,2.44,8.09,4.10,33.6%
="8901491100519",,"Kurkure Masala Munch 90G",20.00%,0.49-0.59,96,52.90,8.82,33.17,10.92,24.8%
="8901491103442",,"Kurkure Naughty Tomato",0.00%,0.59,1,0.59,0.00,0.40,0.19,32.2%
="8901491366229",,"Kurkure Solid Masti Masala 60G",0.00%,0.59,24,13.91,0.00,9.60,4.31,31.0%
="8901491101813",,"Lays American Style Cream & On",20.00%,0.49-0.59,48,25.12,4.19,14.38,6.55,31.3%
="8901491981552",,"Lays Chile Limon 50G",20.00%,0.49-0.59,12,6.94,1.16,3.60,2.19,37.8%
="8901491101837",,"Lays Classics Salted 50G",20.00%,0.49-0.59,21,10.79,1.80,6.29,2.70,30.0%
="8901491101844",,"Lays India's Magic Masala 50G",20.00%,0.49-0.59,64,34.31,5.72,19.18,9.41,32.9%
="4018077773372",,"Lor Cchips Xcut Paprika",20.00%,1.25,4,5.00,0.83,2.80,1.37,32.9%
="4018077010620",,"Lor Cchips Xcut Rchilli",20.00%,1.35,5,6.62,1.10,3.75,1.77,32.1%
="4018077000638",,"Lorenz Cchips Xcut C & L",20.00%,1.25,7,8.63,1.44,4.89,2.30,31.9%
="4018077773228",,"Lorenz Cchips Xcut C & O",20.00%,1.25,2,2.50,0.42,1.40,0.68,32.9%
="4018077773334",,"Lorenz Crunchips Xcut Sa",20.00%,1.25,6,7.38,1.23,4.20,1.95,31.8%
="5010052112861",,"Midland Snacks Scratchin",0.00%,1.65,5,5.95,0.00,3.85,2.10,35.2%
="8901719101144",,"Parle G gold",0.00%,0.39-0.49,11,4.19,0.00,2.67,1.52,36.2%
="8901719902512",,"Parle Krackjack 60G 4Pk",0.00%,0.99,11,10.89,0.00,2.06,8.83,81.1%
="8901719103032",,"Parle Krackjack Crackers Sweet",0.00%,0.99,2,1.98,0.00,1.50,0.48,24.2%
="8904067702599",,"Peanuts Black Pepper",20.00%,1.89,8,14.84,2.47,9.20,3.17,25.6%
="8906019564170",,"Real Aloo Sev",0.00%,1.59,8,12.27,0.00,9.60,2.67,21.8%
="8906019564163",,"Real Sing Bhujiya",0.00%,1.69,8,13.52,0.00,10.20,3.32,24.6%
="8906019564262",,"Real Tikha Chiwda",0.00%,1.59,9,14.01,0.00,10.80,3.21,22.9%
="5018297011529",,"Takis Fuego Corn Chips",20.00%,3.99,6,23.94,3.99,14.64,5.31,26.6%
="5017689002084",,"Trs Almonds 100G",0.00%,1.59,4,6.36,0.00,4.53,1.83,28.7%
="5017689009724",,"Trs Almonds 375G",0.00%,4.79,1,4.79,0.00,3.57,1.22,25.5%
="5017689009427",,"Trs Cashew Kernels 100G",20.00%,1.69,2,3.38,0.56,2.04,0.78,27.6%
="5017689100902",,"Trs Cashew Kernels 750G",0.00%,8.99,1,8.99,0.00,6.83,2.16,24.0%
="5017689010188",,"Trs Pistachio Kernels 100G",0.00%,3.99,1,3.99,0.00,2.96,1.03,25.7%
="5017689027254",,"Trs Red Peanuts 375G",20.00%,2.39,2,4.78,0.80,3.04,0.94,23.7%
="5017689051495",,"Trs Roasted & Salted Chana 300",0.00%,1.59,2,3.18,0.00,2.31,0.86,27.2%
="5017689025007",,"Trs Roasted Chana 300G",0.00%,1.49,4,5.96,0.00,4.48,1.48,24.8%
="5017689025441",,"Trs Roasted Chana Unsalted 300",0.00%,1.49,4,5.96,0.00,4.48,1.48,24.8%
="5017689025892",,"Trs Roasted Daria 300G",0.00%,1.49,2,2.98,0.00,2.19,0.79,26.3%
="8901491435109",,"Uncle Chipps Spicy Treat 55G",20.00%,0.59,29,17.01,2.83,8.69,5.48,38.7%
Sub Category Totals for Snacks,,,,,1023,1235.17,80.09,769.55,315.51,33.4%

Snacks PM,43 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="7622202219504",,"Brunch Chocchip 1.39",20.00%,1.39,1,1.39,0.23,0.87,0.28,24.6%
="5000328036175",,"Doritos C/Heatwave 1.35",0.00%,1.35,4,5.40,0.00,3.47,1.93,35.7%
="5000328036205",,"Doritos C/Original 1.35",0.00%,1.35,6,8.10,0.00,5.42,2.68,33.0%
="5000328036779",,"French Fries C/O 1.35",20.00%,1.35,1,1.00,0.17,0.67,0.16,19.4%
="5010052114629",,"G/W Pickled Bikers 1",20.00%,1.00,7,7.00,1.17,3.34,2.50,42.8%
="5010052114261",,"G/W Spicy Bikers 1",20.00%,1.00,2,2.00,0.33,1.17,0.50,30.1%
="5000237206072",,"Kp B/Hoops Bbq Beef 1.35",20.00%,1.35,10,13.50,2.25,7.80,3.45,30.7%
="5000237206096",,"Kp Big Hoops Orig 1.35",20.00%,1.35,11,14.15,2.36,8.74,3.05,25.9%
="5000237206379",,"Kp Dry Roasted Nuts 1.35",20.00%,1.35,1,1.35,0.23,0.80,0.33,28.9%
="5000237206195",,"Kp Nik Nak Scam+Lem1.35",20.00%,1.00-1.35,8,9.74,1.62,5.25,2.87,35.4%
="5000237206355",,"Kp Orig Salted Nuts 1.35",20.00%,1.35,4,5.40,0.90,3.05,1.45,32.1%
="5000237206232",,"Kp S/Raiders P/O 1.35",20.00%,1.35,4,5.40,0.90,2.96,1.54,34.3%
="5000237206010",,"Kp S/Raiders P/Onion 50P",20.00%,0.50,3,1.50,0.25,0.89,0.36,28.7%
="5000237206539",,"Kp Skip Prawnctail 1.35",0.00%,1.35,11,14.85,0.00,10.51,4.34,29.2%
="5000237206034",,"Kp Sp/Raiders Beef 50P",20.00%,0.50,13,6.50,1.08,3.86,1.56,28.7%
="5010052115626",,"Marmite Crisps Pm 1.25",20.00%,1.25,32,40.00,6.67,23.09,10.24,30.7%
="5000237206690",,"Mccoys Ched&Onion 1.35",20.00%,1.35,4,5.40,0.90,2.44,2.06,45.7%
="5000168041544",,"Mcvities Cheddars Pm1.59",0.00%,1.59,1,0.50,0.00,1.00,-0.50,-99.8%
="5000328037028",,"Monster Munch Beef 1.35",20.00%,1.35,9,12.15,2.02,7.01,3.12,30.8%
="8410076801470",,"N/V Oat&Hon Grn/Bar 2F1",20.00%,0.59,5,2.59,0.43,1.72,0.44,20.3%
="5000237206171",,"Nik Nak Rib & Saucy1.35",20.00%,1.35,6,8.10,1.35,4.29,2.46,36.5%
="5000237206157",,"Nik Naks Nic N Spic 1.35",20.00%,1.35,4,5.40,0.90,2.86,1.64,36.5%
="5053990185917",,"Prin Sour Crea&Onion1.25",20.00%,1.25,2,2.50,0.42,1.58,0.50,24.1%
="5053990172610",,"Pringle Hot&Spicy 1.25",20.00%,1.25,1,1.25,0.21,0.79,0.25,24.1%
="5053990178490",,"Pringles Bbq Pm 2.99",20.00%,2.99,3,8.97,1.50,3.50,3.98,53.2%
="5053990172191",,"Pringles Original Pm1.25",20.00%,1.25,3,3.63,0.60,2.37,0.65,21.6%
="5053990178407",,"Pringles Original Pm2.99",20.00%,2.99,1,2.99,0.50,1.17,1.33,53.2%
="5053990178551",,"Pringles P/Cocktail 2.99",20.00%,2.99,2,5.08,0.85,2.58,1.65,39.1%
="5053990178469",,"Pringles Salt & Vin 2.99",20.00%,2.99,1,2.99,0.50,1.75,0.74,29.8%
="5053990181186",,"Pringles Sour Cr Onion Pm299",20.00%,2.99,5,14.05,2.34,8.74,2.97,25.3%
="5000328037110",,"Quavers Cheese 1.35",20.00%,1.35,20,23.85,3.98,14.79,5.09,25.6%
="7622201386573",,"Ritz Cracker Pm1.49",0.00%,1.49,4,5.96,0.00,4.53,1.43,24.0%
="0712179202559",,"roasted makhana",20.00%,1.95,1,1.76,0.29,1.10,0.37,25.0%
="0712179202535",,"roasted makhana",20.00%,1.95,4,7.61,1.27,4.40,1.94,30.6%
="5000237206218",,"Space Raiders Beef 1.35",20.00%,1.35,8,10.80,1.80,5.75,3.25,36.2%
="5000328037189",,"Squares Salt Vin Pm1.35",20.00%,1.00-1.35,10,10.05,1.68,7.14,1.24,14.8%
="5010052114230",,"T/A/S Spicy Pm1.00",20.00%,1.00,19,18.50,3.08,10.46,4.95,32.1%
="5000168041520",,"Tuc Pm1.59",0.00%,1.59,9,14.21,0.00,9.99,4.22,29.7%
="5000328036526",,"Walker Cheese&Onion 1.35",20.00%,1.35,5,6.75,1.12,4.00,1.63,28.9%
="5000328036588",,"Walker Ready Salted 1.35",20.00%,1.35,4,5.40,0.90,3.20,1.30,28.9%
="5000328036991",,"Walkers Mm P/Oni 1.35",20.00%,1.35,4,5.40,0.90,2.69,1.81,40.2%
="5000328036618",,"Walkers Salt&Vineg 1.35",20.00%,1.00-1.35,2,1.97,0.33,1.60,0.04,2.6%
